"SalaryBasisName","SalaryBasisId","FrequencyCode","FrequencyName","Code","Status","SalaryBasisType","ComponentUsage","AnnualizationFactor","SalaryAmountScale","GradeRateId","InputCurrencyCode","ElementTypeId","LegislativeDataGroupId","UseAtRelationshipLevel","UseAtTermsLevel","UseAtAssignmentLevel"
"National GS PH PHP Salary Basis",300000232392496,"ANNUAL","Annually","PHLG","A","U","NO_COMPONENT",1,2,300000230977006,"PHP",300000231612196,300000002583089,"N","N","Y"
"National GS PK PKR Salary Basis",300000232391747,"ANNUAL","Annually","PAKG","A","U","NO_COMPONENT",1,2,300000230862011,"PKR",300000231352903,300000002583089,"N","N","Y"
"National GS PL PLN Salary Basis",300000232391521,"ANNUAL","Annually","POLG","A","U","NO_COMPONENT",1,2,300000230820616,"PLN",300000231561559,300000002583089,"N","N","Y"
"National GS PT EUR Salary Basis",300000232394007,"ANNUAL","Annually","PRTG","A","U","NO_COMPONENT",1,2,300000230942592,"EUR",300000231295436,300000002583089,"N","N","Y"
"National GS PW USD Salary Basis",300000232391624,"ANNUAL","Annually","PLWG","A","U","NO_COMPONENT",1,2,300000230939587,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS PY PYG Salary Basis",300000232389928,"ANNUAL","Annually","PRYG","A","U","NO_COMPONENT",1,2,300000231059748,"PYG",300000231597432,300000002583089,"N","N","Y"
"National GS QA QAR Salary Basis",300000232391611,"ANNUAL","Annually","QATG","A","U","NO_COMPONENT",1,2,300000230895186,"QAR",300000231455391,300000002583089,"N","N","Y"
"National GS RO RON Salary Basis",300000232394269,"ANNUAL","Annually","ROUG","A","U","NO_COMPONENT",1,2,300000230854798,"RON",300000231589052,300000002583089,"N","N","Y"
"National GS RS EUR Salary Basis",300000232391961,"ANNUAL","Annually","SR2G","A","U","NO_COMPONENT",1,2,300000230829170,"EUR",300000231295436,300000002583089,"N","N","Y"
"National GS RS EUR Salary Basis <01/07/17",300000232389910,"ANNUAL","Annually","SRBG","A","U","NO_COMPONENT",1,2,300000231052086,"EUR",300000231295436,300000002583089,"N","N","Y"
"National GS RU RUB Salary Basis",300000232391824,"ANNUAL","Annually","RUSG","A","U","NO_COMPONENT",1,2,300000230955119,"RUB",300000231668825,300000002583089,"N","N","Y"
"National GS RW RWF Salary Basis",300000232394291,"ANNUAL","Annually","RWAG","A","U","NO_COMPONENT",1,2,300000230787454,"RWF",300000231401539,300000002583089,"N","N","Y"
"National GS SA SAR Salary Basis",300000232392526,"ANNUAL","Annually","SAUG","A","U","NO_COMPONENT",1,2,300000231070474,"SAR",300000231293692,300000002583089,"N","N","Y"
"National GS SB SBD Salary Basis",300000232392783,"ANNUAL","Annually","SLBG","A","U","NO_COMPONENT",1,2,300000230922962,"SBD",300000231620009,300000002583089,"N","N","Y"
"National GS SC SCR Salary Basis",300000232392140,"ANNUAL","Annually","SYCG","A","U","NO_COMPONENT",1,2,300000230761338,"SCR",300000231527348,300000002583089,"N","N","Y"
"National GS SD USD Salary Basis",300000232389863,"ANNUAL","Annually","SDNG","A","U","NO_COMPONENT",1,2,300000231090142,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS SE SEK Salary Basis",300000232393400,"ANNUAL","Annually","SWEG","A","U","NO_COMPONENT",1,2,300000230868376,"SEK",300000231342643,300000002583089,"N","N","Y"
"National GS SG SGD Salary Basis",300000232391634,"ANNUAL","Annually","SGPG","A","U","NO_COMPONENT",1,2,300000230883705,"SGD",300000231444282,300000002583089,"N","N","Y"
"National GS SI EUR Salary Basis",300000232394395,"ANNUAL","Annually","SVNG","A","U","NO_COMPONENT",1,2,300000231016512,"EUR",300000231295436,300000002583089,"N","N","Y"
"National GS SK EUR Salary Basis",300000232392936,"ANNUAL","Annually","SVKG","A","U","NO_COMPONENT",1,2,300000231075494,"EUR",300000231295436,300000002583089,"N","N","Y"
"National GS SL SLL Salary Basis",300000232392536,"ANNUAL","Annually","SLEG","A","U","NO_COMPONENT",1,2,300000231095132,"SLL",300000231456272,300000002583089,"N","N","Y"
"National GS SN XOF Salary Basis",300000232393035,"ANNUAL","Annually","SENG","A","U","NO_COMPONENT",1,2,300000230977932,"XOF",300000231337753,300000002583089,"N","N","Y"
"National GS SO USD Salary Basis",300000232393674,"ANNUAL","Annually","SOMG","A","U","NO_COMPONENT",1,2,300000230776560,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS SR USD Salary Basis",300000232393740,"ANNUAL","Annually","SURG","A","U","NO_COMPONENT",1,2,300000231035097,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS SS USD Salary Basis",300000232393238,"ANNUAL","Annually","SSDG","A","U","NO_COMPONENT",1,2,300000230870809,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS ST STN Salary Basis",300000232392966,"ANNUAL","Annually","STPG","A","U","NO_COMPONENT",1,2,300000231041669,"STN",300000231699202,300000002583089,"N","N","Y"
"National GS SV USD Salary Basis",300000232392131,"ANNUAL","Annually","SL2G","A","U","NO_COMPONENT",1,2,300000231050860,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS SV USD Salary Basis <01/05/20",300000232393995,"ANNUAL","Annually","SLVG","A","U","NO_COMPONENT",1,2,300000230963108,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS SY USD Salary Basis",300000232391595,"ANNUAL","Annually","SYRG","A","U","NO_COMPONENT",1,2,300000230895873,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS SZ SZL Salary Basis",300000232393807,"ANNUAL","Annually","SWZG","A","U","NO_COMPONENT",1,2,300000231056369,"SZL",300000231366701,300000002583089,"N","N","Y"
"National GS TD XOF Salary Basis",300000232393442,"ANNUAL","Annually","TCDG","A","U","NO_COMPONENT",1,2,300000230804078,"XOF",300000231337753,300000002583089,"N","N","Y"
"National GS TG XOF Salary Basis",300000232394202,"ANNUAL","Annually","TGOG","A","U","NO_COMPONENT",1,2,300000230892714,"XOF",300000231337753,300000002583089,"N","N","Y"
"National GS TH THB Salary Basis",300000232391435,"ANNUAL","Annually","TH2G","A","U","NO_COMPONENT",1,2,300000230824037,"THB",300000231696184,300000002583089,"N","N","Y"
"National GS TH THB Salary Basis <01/03/12",300000232393558,"ANNUAL","Annually","THAG","A","U","NO_COMPONENT",1,2,300000231076929,"THB",300000231696184,300000002583089,"N","N","Y"
"National GS TJ USD Salary Basis",300000232393720,"ANNUAL","Annually","TJ2G","A","U","NO_COMPONENT",1,2,300000230946691,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS TJ USD Salary Basis <01/11/15",300000232391554,"ANNUAL","Annually","TJKG","A","U","NO_COMPONENT",1,2,300000231004724,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS TL USD Salary Basis",300000232393319,"ANNUAL","Annually","TLSG","A","U","NO_COMPONENT",1,2,300000230805994,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS TM USD Salary Basis",300000232393820,"ANNUAL","Annually","TKMG","A","U","NO_COMPONENT",1,2,300000231065541,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS TN TND Salary Basis",300000232390096,"ANNUAL","Annually","TUNG","A","U","NO_COMPONENT",1,2,300000230779989,"TND",300000231327436,300000002583089,"N","N","Y"
"National GS TO TOP Salary Basis",300000232392488,"ANNUAL","Annually","TONG","A","U","NO_COMPONENT",1,2,300000230786396,"TOP",300000231427207,300000002583089,"N","N","Y"
"National GS TR TRY Salary Basis",300000232393343,"ANNUAL","Annually","TURG","A","U","NO_COMPONENT",1,2,300000230936051,"TRY",300000231578234,300000002583089,"N","N","Y"
"National GS TT TTD Salary Basis",300000232393902,"ANNUAL","Annually","TTOG","A","U","NO_COMPONENT",1,2,300000230907776,"TTD",300000231486098,300000002583089,"N","N","Y"
"National GS TV AUD Salary Basis",300000232392970,"ANNUAL","Annually","TUVG","A","U","NO_COMPONENT",1,2,300000231073005,"AUD",300000231308562,300000002583089,"N","N","Y"
"National GS TZ TZS Salary Basis",300000232393001,"ANNUAL","Annually","TZAG","A","U","NO_COMPONENT",1,2,300000230985458,"TZS",300000231429789,300000002583089,"N","N","Y"
"National GS UA USD Salary Basis",300000232391770,"ANNUAL","Annually","UKRG","A","U","NO_COMPONENT",1,2,300000230891456,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS UG UGX Salary Basis",300000232392748,"ANNUAL","Annually","UGAG","A","U","NO_COMPONENT",1,2,300000231007528,"UGX",300000231308574,300000002583089,"N","N","Y"
"National GS US NYC USD Salary Basis",300000232393206,"ANNUAL","Annually","USAG","A","U","NO_COMPONENT",1,2,300000230886218,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS US WAS USD Salary Basis",300000232391419,"ANNUAL","Annually","US2G","A","U","NO_COMPONENT",1,2,300000230921338,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS UY UYU Salary Basis",300000232393428,"ANNUAL","Annually","URYG","A","U","NO_COMPONENT",1,2,300000230936972,"UYU",300000231277564,300000002583089,"N","N","Y"
"National GS UZ USD Salary Basis",300000232389902,"ANNUAL","Annually","UZBG","A","U","NO_COMPONENT",1,2,300000230877439,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS VE USD Salary Basis",300000232392832,"ANNUAL","Annually","VENG","A","U","NO_COMPONENT",1,2,300000230990809,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS VN USD Salary Basis",300000232392034,"ANNUAL","Annually","VNMG","A","U","NO_COMPONENT",1,2,300000230784613,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS VU VUV Salary Basis",300000232394380,"ANNUAL","Annually","VUTG","A","U","NO_COMPONENT",1,2,300000230835183,"VUV",300000231470255,300000002583089,"N","N","Y"
"National GS WS WST Salary Basis",300000232391787,"ANNUAL","Annually","WSMG","A","U","NO_COMPONENT",1,2,300000230882511,"WST",300000231546778,300000002583089,"N","N","Y"
"National GS XK EUR Salary Basis",300000232392916,"ANNUAL","Annually","KOSG","A","U","NO_COMPONENT",1,2,300000230967587,"EUR",300000231295436,300000002583089,"N","N","Y"
"National GS YE USD Salary Basis",300000232392065,"ANNUAL","Annually","YEMG","A","U","NO_COMPONENT",1,2,300000230814029,"USD",300000231685694,300000002583089,"N","N","Y"
"National GS ZA ZAR Salary Basis",300000232391850,"ANNUAL","Annually","ZAFG","A","U","NO_COMPONENT",1,2,300000230979085,"ZAR",300000231425443,300000002583089,"N","N","Y"
"National GS ZM ZMW Salary Basis",300000232392983,"ANNUAL","Annually","ZMBG","A","U","NO_COMPONENT",1,2,300000230913470,"ZMW",300000231535861,300000002583089,"N","N","Y"
"National GS ZW USD Salary Basis",300000232391375,"ANNUAL","Annually","ZWEG","A","U","NO_COMPONENT",1,2,300000230824960,"USD",300000231685694,300000002583089,"N","N","Y"
"National ITN AE AED Salary Basis",300000232393805,"ANNUAL","Annually","AREH","A","U","NO_COMPONENT",1,2,300000231047024,"AED",300000231250077,300000002583089,"N","N","Y"
"National ITN AF USD Salary Basis",300000232392795,"ANNUAL","Annually","AFGH","A","U","NO_COMPONENT",1,2,300000231019962,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN AG XCD Salary Basis",300000232391523,"ANNUAL","Annually","ATGH","A","U","NO_COMPONENT",1,2,300000230962308,"XCD",300000231323040,300000002583089,"N","N","Y"
"National ITN AI XCD Salary Basis",300000232394044,"ANNUAL","Annually","AIAH","A","U","NO_COMPONENT",1,2,300000230824904,"XCD",300000231323040,300000002583089,"N","N","Y"
"National ITN AL ALL Salary Basis",300000232390259,"ANNUAL","Annually","ALBH","A","U","NO_COMPONENT",1,2,300000231065911,"ALL",300000231456641,300000002583089,"N","N","Y"
"National ITN AM AMD Salary Basis",300000232391671,"ANNUAL","Annually","ARMH","A","U","NO_COMPONENT",1,2,300000231090123,"AMD",300000231208644,300000002583089,"N","N","Y"
"National ITN AO USD Salary Basis",300000232392393,"ANNUAL","Annually","AGOH","A","U","NO_COMPONENT",1,2,300000230867888,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN AR ARS Salary Basis",300000232391536,"ANNUAL","Annually","ARGH","A","U","NO_COMPONENT",1,2,300000230867781,"ARS",300000231509686,300000002583089,"N","N","Y"
"National ITN AT EUR Salary Basis",300000232393244,"ANNUAL","Annually","AUTH","A","U","NO_COMPONENT",1,2,300000231083284,"EUR",300000231456961,300000002583089,"N","N","Y"
"National ITN AU AUD Salary Basis",300000232391802,"ANNUAL","Annually","AUSH","A","U","NO_COMPONENT",1,2,300000231048587,"AUD",300000231577485,300000002583089,"N","N","Y"
"National ITN AW AWG Salary Basis",300000232394268,"ANNUAL","Annually","ABWH","A","U","NO_COMPONENT",1,2,300000230767143,"AWG",300000231324204,300000002583089,"N","N","Y"
"National ITN AZ AZN Salary Basis",300000232394301,"ANNUAL","Annually","AZEH","A","U","NO_COMPONENT",1,2,300000230905075,"AZN",300000231279185,300000002583089,"N","N","Y"
"National ITN BA BAM Salary Basis",300000232393334,"ANNUAL","Annually","BIHH","A","U","NO_COMPONENT",1,2,300000230756886,"BAM",300000231447006,300000002583089,"N","N","Y"
"National ITN BB BBD Salary Basis",300000232393175,"ANNUAL","Annually","BRBH","A","U","NO_COMPONENT",1,2,300000230928766,"BBD",300000231337524,300000002583089,"N","N","Y"
"National ITN BD BDT Salary Basis",300000232391833,"ANNUAL","Annually","BGDH","A","U","NO_COMPONENT",1,2,300000231016730,"BDT",300000231323338,300000002583089,"N","N","Y"
"National ITN BE EUR Salary Basis",300000232393564,"ANNUAL","Annually","BELH","A","U","NO_COMPONENT",1,2,300000230880671,"EUR",300000231456961,300000002583089,"N","N","Y"
"National ITN BF XOF Salary Basis",300000232391701,"ANNUAL","Annually","BFAH","A","U","NO_COMPONENT",1,2,300000230984173,"XOF",300000231384633,300000002583089,"N","N","Y"
"National ITN BG BGN Salary Basis",300000232393874,"ANNUAL","Annually","BGRH","A","U","NO_COMPONENT",1,2,300000231060305,"BGN",300000231323046,300000002583089,"N","N","Y"
"National ITN BH BHD Salary Basis",300000232389784,"ANNUAL","Annually","BHRH","A","U","NO_COMPONENT",1,2,300000230844729,"BHD",300000231679713,300000002583089,"N","N","Y"
"National ITN BI BIF Salary Basis",300000232392995,"ANNUAL","Annually","BDIH","A","U","NO_COMPONENT",1,2,300000230935697,"BIF",300000231636107,300000002583089,"N","N","Y"
"National ITN BJ XOF Salary Basis",300000232393962,"ANNUAL","Annually","BENH","A","U","NO_COMPONENT",1,2,300000230938727,"XOF",300000231384633,300000002583089,"N","N","Y"
"National ITN BM BMD Salary Basis",300000232393181,"ANNUAL","Annually","BMUH","A","U","NO_COMPONENT",1,2,300000231000623,"BMD",300000231366849,300000002583089,"N","N","Y"
"National ITN BN BND Salary Basis",300000232390180,"ANNUAL","Annually","BRNH","A","U","NO_COMPONENT",1,2,300000230777808,"BND",300000231571627,300000002583089,"N","N","Y"
"National ITN BO BOB Salary Basis",300000232394178,"ANNUAL","Annually","BOLH","A","U","NO_COMPONENT",1,2,300000230994301,"BOB",300000231698772,300000002583089,"N","N","Y"
"National ITN BR BRL Salary Basis",300000232393496,"ANNUAL","Annually","BRAH","A","U","NO_COMPONENT",1,2,300000230768677,"BRL",300000231323792,300000002583089,"N","N","Y"
"National ITN BS BSD Salary Basis",300000232392002,"ANNUAL","Annually","BHSH","A","U","NO_COMPONENT",1,2,300000230904205,"BSD",300000231605610,300000002583089,"N","N","Y"
"National ITN BT BTN Salary Basis",300000232392751,"ANNUAL","Annually","BTNH","A","U","NO_COMPONENT",1,2,300000230978317,"BTN",300000231471552,300000002583089,"N","N","Y"
"National ITN BW BWP Salary Basis",300000232393271,"ANNUAL","Annually","BWAH","A","U","NO_COMPONENT",1,2,300000231047270,"BWP",300000231471141,300000002583089,"N","N","Y"
"National ITN BY USD Salary Basis",300000232392848,"ANNUAL","Annually","BLRH","A","U","NO_COMPONENT",1,2,300000230894302,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN BZ BZD Salary Basis",300000232391590,"ANNUAL","Annually","BLZH","A","U","NO_COMPONENT",1,2,300000231048438,"BZD",300000231512966,300000002583089,"N","N","Y"
"National ITN CA CAD Salary Basis",300000232392520,"ANNUAL","Annually","CANH","A","U","NO_COMPONENT",1,2,300000230776598,"CAD",300000231565988,300000002583089,"N","N","Y"
"National ITN CD USD Salary Basis",300000232393650,"ANNUAL","Annually","CODH","A","U","NO_COMPONENT",1,2,300000230920487,"USD",300000231352365,300000002583089,"N","N","Y"
"National ITN CF XOF Salary Basis",300000232392913,"ANNUAL","Annually","CAFH","A","U","NO_COMPONENT",1,2,300000230775929,"XOF",300000231384633,300000002583089,"N","N","Y"
"National ITN CG XOF Salary Basis",300000232394197,"ANNUAL","Annually","COGH","A","U","NO_COMPONENT",1,2,300000230843781,"XOF",300000231384633,300000002583089,"N","N","Y"
"National ITN CH CHF Salary Basis",300000232392436,"ANNUAL","Annually","CHEH","A","U","NO_COMPONENT",1,2,300000231037030,"CHF",300000231323507,300000002583089,"N","N","Y"
"National ITN CI XOF Salary Basis",300000232392438,"ANNUAL","Annually","CIVH","A","U","NO_COMPONENT",1,2,300000230849193,"XOF",300000231384633,300000002583089,"N","N","Y"
"National ITN CL CLP Salary Basis",300000232392141,"ANNUAL","Annually","CHLH","A","U","NO_COMPONENT",1,2,300000230908485,"CLP",300000231449113,300000002583089,"N","N","Y"
"National ITN CM XOF Salary Basis",300000232392692,"ANNUAL","Annually","CMRH","A","U","NO_COMPONENT",1,2,300000231087918,"XOF",300000231384633,300000002583089,"N","N","Y"
"National ITN CN CNY Salary Basis",300000232392552,"ANNUAL","Annually","CHNH","A","U","NO_COMPONENT",1,2,300000230798441,"CNY",300000231456652,300000002583089,"N","N","Y"
"National ITN CO COP Salary Basis",300000232394138,"ANNUAL","Annually","COLH","A","U","NO_COMPONENT",1,2,300000230938391,"COP",300000231354397,300000002583089,"N","N","Y"
"National ITN CR CRC Salary Basis",300000232391470,"ANNUAL","Annually","CRIH","A","U","NO_COMPONENT",1,2,300000230844118,"CRC",300000231279815,300000002583089,"N","N","Y"
"National ITN CU CUC Salary Basis",300000232393845,"ANNUAL","Annually","CUBH","A","U","NO_COMPONENT",1,2,300000231004774,"CUC",300000231630065,300000002583089,"N","N","Y"
"National ITN CV CVE Salary Basis",300000232392201,"ANNUAL","Annually","CPVH","A","U","NO_COMPONENT",1,2,300000230967404,"CVE",300000231293887,300000002583089,"N","N","Y"
"National ITN CY EUR Salary Basis",300000232394148,"ANNUAL","Annually","CYPH","A","U","NO_COMPONENT",1,2,300000231033283,"EUR",300000231456961,300000002583089,"N","N","Y"
"National ITN CZ CZK Salary Basis",300000232391658,"ANNUAL","Annually","CZEH","A","U","NO_COMPONENT",1,2,300000230829579,"CZK",300000231265984,300000002583089,"N","N","Y"
"National ITN DE EUR Salary Basis",300000232392618,"ANNUAL","Annually","DEUH","A","U","NO_COMPONENT",1,2,300000230852681,"EUR",300000231456961,300000002583089,"N","N","Y"
"National ITN DJ DJF Salary Basis",300000232392627,"ANNUAL","Annually","DJIH","A","U","NO_COMPONENT",1,2,300000230833377,"DJF",300000231647123,300000002583089,"N","N","Y"
"National ITN DK DKK Salary Basis",300000232392504,"ANNUAL","Annually","DNKH","A","U","NO_COMPONENT",1,2,300000230779924,"DKK",300000231548167,300000002583089,"N","N","Y"
